loan_sequence_number,current_delinquency_status,current_int_rate,actual_loss,credit_score,first_time_homebuyer_flag,original_upb,original_cltv,original_dti_ratio,original_int_rate,property_state,predicted_loss
F09Q20382905,0,4.875,0.0,788,N,352000,80,50,4.875,IL,-2154.7695720802567
F09Q40044558,0,4.75,0.0,763,N,168000,80,32,4.75,OH,-8111.904066414846
F09Q20563426,0,4.75,0.0,779,N,191000,64,47,4.75,OR,-6902.804346347236
F09Q20648459,0,5.375,0.0,791,N,125000,90,23,5.375,NC,-3049.016710208816
F09Q30222629,0,5.25,0.0,704,N,96000,60,28,5.25,NY,-5878.3474835839015
F09Q40291643,0,5.125,0.0,742,N,238000,96,999,5.125,NJ,-7374.302335083227
F09Q30395584,0,4.75,0.0,794,N,184000,74,999,4.75,WI,-5430.622455181058
F09Q30158877,0,5.75,0.0,724,N,226000,114,999,5.75,VA,-2388.2897100258106
F09Q40063290,0,5.625,0.0,714,N,320000,121,999,5.625,NJ,-4911.868483435155
F09Q40388355,0,5.5,0.0,739,N,87000,94,999,5.5,IN,-6538.226048211547
F09Q20166697,0,4.875,0.0,801,Y,368000,80,46,4.875,NY,-7619.5565114048195
F09Q20105092,0,4.875,0.0,783,N,51000,75,28,4.875,OH,-5320.883144172592
F09Q20408045,0,5.125,0.0,687,N,148000,80,39,5.125,TX,-5697.929929580657
F09Q30183212,0,6.375,0.0,657,N,200000,85,28,6.375,OH,-1475.874174031073
F09Q20390068,0,4.75,0.0,793,N,101000,54,12,4.75,TX,-1498.4827388305978
F09Q20143279,0,4.75,0.0,806,N,375000,58,47,4.75,NC,-8480.726156903522
F09Q40015610,0,5.5,0.0,701,N,280000,80,40,5.5,WA,-9874.275838562056
F09Q40350764,0,5.875,0.0,753,N,356000,146,999,5.875,AZ,-9651.505129028308
F09Q20187076,0,4.875,0.0,801,N,265000,69,22,4.875,CA,-4222.223549013387
F09Q20716646,0,4.875,0.0,800,N,122000,80,35,4.875,MI,-5843.012163690305
F09Q20215509,0,4.75,0.0,813,N,100000,49,35,4.75,MI,-7512.599981309114
F09Q20297566,0,5.25,0.0,744,N,118000,48,18,5.25,IN,-8097.23995381293
F09Q40142608,0,4.875,0.0,793,N,259000,74,23,4.875,UT,-6754.770164998965
F09Q40070330,0,5.375,0.0,694,N,78000,44,999,5.375,PA,-6529.870232713926
F09Q30070155,0,4.5,0.0,745,N,242000,82,25,4.5,NC,-3223.1066865422026
F09Q20505443,0,4.625,0.0,685,N,256000,40,14,4.625,WA,-5009.701937861625
F09Q20201632,0,4.625,0.0,783,N,413000,40,15,4.625,KY,-3646.6434988687984
F09Q40164772,0,5.75,0.0,774,N,147000,97,999,5.75,KS,-1410.5518971726688
F09Q20390012,0,4.75,0.0,766,N,85000,33,22,4.75,WA,-9812.13837827438
F09Q40147406,0,5.25,0.0,704,N,124000,80,27,5.25,NY,-1429.044639667746
F09Q40071281,0,5.5,0.0,802,N,93000,26,999,5.5,IL,-9181.00564430615
F09Q30017825,0,5.125,0.0,748,N,218000,76,27,5.125,UT,-9451.856061409724
F09Q30093599,0,4.625,0.0,768,N,190000,29,38,4.625,NY,-4679.621202683929
F09Q20267204,0,4.875,0.0,753,N,81000,30,40,4.875,OR,-3730.2330554520818
F09Q20368861,0,4.5,0.0,814,N,99000,60,18,4.5,GA,-3856.7405139974094
F09Q20046403,0,4.5,0.0,665,N,229000,77,37,4.5,IN,-6882.412742617783
F09Q30072298,0,4.625,0.0,760,N,201000,82,999,4.625,MN,-3052.9264816683803
F09Q40067677,0,4.375,0.0,781,N,74000,58,27,4.375,ID,-1829.6840607245124
F09Q40342691,RA,5.625,-71120.08,717,N,242000,110,999,5.625,MN,-72977.01799616443
F09Q20227761,0,4.875,0.0,791,N,136000,72,33,4.875,IA,-4219.739588396946
F09Q20060751,0,4.5,0.0,791,N,88000,66,16,4.5,IN,-7148.016726671963
F09Q20224564,0,4.875,0.0,690,N,280000,85,33,4.875,WA,-1764.6906977678543
F09Q20543853,0,5.125,0.0,809,N,85000,70,26,5.125,IA,-3067.9895506849816
F09Q40018308,0,4.625,0.0,643,N,242000,51,30,4.625,NJ,-8508.566532110377
F09Q30158175,0,5.75,0.0,715,N,112000,75,49,5.75,AZ,-9179.92990363654
F09Q20197666,0,5.125,0.0,763,N,97000,80,16,5.125,OH,-7289.736734383969
F09Q20376922,0,4.75,0.0,749,N,95000,101,999,4.75,MI,-1931.045115296159
F09Q30152266,0,5.0,0.0,666,N,204000,107,999,5.0,WI,-2033.7366799782037
F09Q40016362,0,5.0,0.0,788,N,90000,63,38,5.0,NC,-2375.2674856188064
F09Q20648114,0,5.25,0.0,696,N,100000,43,25,5.25,SC,-8003.672285688511
F09Q40153043,0,5.0,0.0,822,N,187000,85,999,5.0,CA,-2597.3684661212333
F09Q20195427,0,4.75,0.0,788,N,128000,42,28,4.75,IL,-1468.2016963168255
F09Q20336126,0,4.75,0.0,813,N,144000,42,40,4.75,CA,-1442.115707704457
F09Q30042314,0,4.875,0.0,744,N,192000,68,29,4.875,MT,-6540.1519849360975
F09Q20035879,1,4.875,0.0,777,N,137000,73,37,4.875,IN,-1477.3776747926793
F09Q40059486,0,5.125,0.0,796,N,214000,95,999,5.125,SC,-4781.101996341507
F09Q20328609,0,4.375,0.0,757,N,115000,48,25,4.375,MT,-2316.6135198088696
F09Q40056689,0,5.125,0.0,779,N,638000,75,35,5.125,CT,-5473.14047508295
F09Q30286667,0,5.0,0.0,755,N,186000,80,48,5.0,CO,-5670.298007670249
F09Q30370810,0,4.625,0.0,781,N,300000,75,45,4.625,MA,-8538.699029549623
F09Q20540309,0,5.125,0.0,646,N,70000,65,29,5.125,KS,-8521.890668555936
F09Q20529928,0,5.125,0.0,801,N,47000,21,43,5.125,VA,-1916.9665764770305
F09Q30302461,0,5.25,0.0,722,Y,130000,80,55,5.25,NY,-1537.5094048536569
F09Q20132327,0,4.875,0.0,812,N,111000,85,19,4.875,OH,-6967.026870748583
F09Q40045843,0,5.25,0.0,662,Y,116000,80,24,5.25,IN,-1042.1609297202583
F09Q20346890,0,4.75,0.0,773,N,200000,52,43,4.75,CA,-6061.78009946118
F09Q30302422,0,5.375,0.0,751,N,50000,26,31,5.375,KY,-3552.5625803277458
F09Q30027713,0,5.25,0.0,767,N,271000,80,10,5.25,DC,-1929.457064847396
F09Q20618313,0,4.75,0.0,769,N,50000,32,43,4.75,WA,-3181.887629935693
F09Q30264122,0,5.75,0.0,649,N,60000,68,28,5.75,WA,-6113.762264098461
F09Q40168571,0,5.5,0.0,802,N,30000,14,999,5.5,CA,-7934.695251765711
F09Q30030171,0,4.75,0.0,767,N,240000,75,32,4.75,OH,-4199.616353333909
F09Q20385584,2,6.0,0.0,647,N,182000,70,13,6.0,MN,-9212.492199878365
F09Q40113471,0,5.5,0.0,639,N,100000,66,32,5.5,NC,-3951.300763619044
F09Q20222153,0,4.875,0.0,749,N,156000,67,48,4.875,NM,-6001.711559096535
F09Q20292789,0,4.875,0.0,687,Y,105000,62,32,4.875,MD,-6458.650338936815
F09Q30128224,0,4.5,0.0,747,N,104000,87,36,4.5,TX,-7124.3395937161085
F09Q20490473,0,4.875,0.0,750,N,130000,80,51,4.875,CO,-5243.71456202297
F09Q40400030,0,4.875,0.0,792,N,265000,44,23,4.875,PA,-2534.6565237428217
F09Q20491576,0,4.875,0.0,738,N,141000,77,40,4.875,NC,-2029.284503700913
F09Q20060117,0,4.875,0.0,781,N,125000,56,44,4.875,MI,-8575.549639866947
F09Q40446998,0,5.25,0.0,756,N,280000,80,29,5.25,NJ,-7704.92197840378
F09Q20545943,0,5.375,0.0,719,N,250000,63,45,5.375,NY,-3685.118808691908
F09Q30052256,0,4.375,0.0,772,N,93000,57,26,4.375,CA,-3511.2269538257133
F09Q20190672,0,4.875,0.0,797,N,242000,77,36,4.875,WA,-2318.718658706877
F09Q20086854,0,4.75,0.0,747,N,304000,80,25,4.75,MD,-2633.9095060533205
F09Q20240844,0,5.0,0.0,783,N,140000,56,39,5.0,IL,-4002.9491608291182
F09Q20238706,0,4.625,0.0,808,N,300000,24,20,4.625,DC,-9644.378118224948
F09Q30133735,0,4.5,0.0,772,N,150000,71,50,4.5,TX,-7685.022846633051
F09Q30290818,0,4.875,0.0,717,N,138000,61,15,4.875,IL,-2713.7440703056263
F09Q40275241,0,5.125,0.0,631,Y,35000,35,37,5.125,FL,-1934.660683201236
F09Q30120297,0,5.25,0.0,724,N,103000,75,47,5.25,OH,-2460.583448923659
F09Q30040970,0,4.875,0.0,671,N,54000,80,47,4.875,OK,-8685.380607274274
F09Q20212527,0,4.5,0.0,679,N,267000,56,45,4.5,NH,-9977.064702854344
F09Q20692519,0,5.5,0.0,660,N,125000,74,45,5.5,PR,-9154.822191420077
F09Q40207210,0,5.25,0.0,707,N,298000,80,38,5.25,WI,-6582.467730957312
F09Q30047065,0,5.25,0.0,727,N,235000,80,55,5.25,CA,-5118.750524268676
F09Q30383744,0,4.75,0.0,771,Y,160000,70,19,4.75,PA,-5559.268918335013
F09Q40268290,0,4.875,0.0,774,N,240000,77,35,4.875,MN,-5907.480504485308
F09Q20692507,0,4.75,0.0,782,N,62000,60,42,4.75,PR,-2714.0982661035214
F09Q20278980,0,5.375,0.0,695,N,121000,70,29,5.375,VA,-3784.498205372087
F09Q20636195,0,5.375,0.0,735,N,135000,95,34,5.375,MO,-5680.6130380495
F09Q40154913,0,5.0,0.0,782,N,304000,80,30,5.0,CO,-9017.50331008052
F09Q40401001,0,5.375,0.0,697,N,223000,69,43,5.375,FL,-4083.300763158192
F09Q30096392,0,4.875,0.0,725,N,198000,72,45,4.875,TN,-7115.685254377163
F09Q30346145,0,5.125,0.0,754,Y,262000,80,39,5.125,CA,-2073.019154844584
F09Q30349803,0,4.75,0.0,742,N,366000,79,51,4.75,OR,-4571.206740052498
F09Q40415680,0,4.875,0.0,727,Y,108000,80,32,4.875,TX,-6162.814709760312
F09Q30057978,0,5.875,0.0,650,N,77000,58,17,5.875,NM,-8036.533891332558
F09Q20577934,0,4.875,0.0,557,N,114000,30,999,4.875,DE,-4014.8649404123216
F09Q40247924,0,5.25,0.0,665,N,428000,66,54,5.25,VA,-2595.2805770111145
F09Q30248431,0,5.5,0.0,746,N,88000,80,22,5.5,IA,-3119.282095736044
F09Q40074818,0,5.5,0.0,684,N,226000,89,999,5.5,TX,-4645.424951477493
F09Q20014053,0,4.875,0.0,760,N,89000,73,29,4.875,OH,-4505.523653628412
F09Q30082874,0,4.875,0.0,715,N,155000,66,37,4.875,MA,-3271.2961368359515
F09Q20385967,0,5.625,0.0,804,N,120000,63,11,5.625,FL,-1889.607942524472
F09Q20662863,0,5.875,0.0,769,N,121000,80,23,5.875,AR,-2171.245898441121
F09Q40082129,0,4.375,0.0,691,N,107000,51,25,4.375,MA,-9318.364379536568
F09Q40396000,0,5.25,0.0,791,N,256000,75,33,5.25,MN,-2102.3887843186403
F09Q40278312,0,5.375,0.0,759,N,86000,80,28,5.375,IN,-1394.1836850305122
F09Q30108420,0,4.25,0.0,808,N,313000,70,11,4.25,TX,-1185.097052063264
F09Q30117128,0,4.875,0.0,679,N,134000,74,43,4.875,NY,-8076.348027706766
F09Q20148104,0,4.625,0.0,735,N,215000,95,39,4.625,NC,-6827.425932664545
F09Q20178431,0,4.375,0.0,792,N,117000,66,23,4.375,IA,-1284.381840289861
F09Q30184983,0,6.125,0.0,758,N,287000,100,999,6.125,IL,-4710.407217450664
F09Q40359497,0,4.5,0.0,801,N,142000,34,28,4.5,WA,-2812.1667646480323
F09Q20141972,0,4.75,0.0,783,N,283000,69,25,4.75,UT,-9890.628185104037
F09Q40420767,0,4.875,0.0,734,N,225000,90,28,4.875,MI,-7776.173347309304
F09Q40426552,0,5.5,0.0,731,N,96000,64,999,5.5,DE,-8374.421006187973
F09Q40336557,0,5.0,0.0,762,N,239000,90,999,5.0,FL,-4663.649278686724
F09Q40113668,0,4.375,0.0,747,N,65000,38,14,4.375,DE,-9644.35415329282
F09Q20204465,0,4.875,0.0,729,N,216000,80,25,4.875,IN,-2140.5066885437764
F09Q40241259,0,4.625,0.0,809,N,183000,34,16,4.625,CA,-1476.4342389207925
F09Q40241243,0,4.375,0.0,807,N,268000,80,43,4.375,TX,-9999.082903347387
F09Q30073825,0,4.875,0.0,795,N,150000,37,18,4.875,IL,-4667.06620422316
F09Q20664355,0,5.0,0.0,810,N,128000,80,29,5.0,KS,-4809.562979742077
F09Q20488864,0,4.625,0.0,780,N,216000,60,15,4.625,AL,-9313.387566745609
F09Q20033384,0,4.5,0.0,750,N,184000,80,36,4.5,AK,-9989.96376356103
F09Q30435212,0,4.5,0.0,816,N,275000,63,37,4.5,PA,-1944.256096996812
F09Q30381290,0,4.25,0.0,790,N,189000,53,43,4.25,CA,-4991.0697353933
F09Q40249976,0,5.375,0.0,721,N,115000,80,26,5.375,IL,-3178.6455498534524
F09Q40195459,0,5.25,0.0,722,N,239000,81,999,5.25,CO,-1960.1187107694027
F09Q20130532,0,4.625,0.0,773,N,151000,60,37,4.625,MN,-7696.065713946919
F09Q40236367,0,4.375,0.0,806,N,233000,74,16,4.375,KS,-1315.0800321265492
F09Q20324542,0,4.75,0.0,794,N,330000,40,25,4.75,CA,-8379.80113747112
F09Q20118522,0,4.375,0.0,756,N,272000,74,50,4.375,CA,-1219.68865149081
F09Q40377856,0,5.25,0.0,683,Y,121000,80,43,5.25,GA,-3450.224207650439
F09Q30222753,0,4.875,0.0,725,N,132000,115,999,4.875,WA,-3820.276435017882
F09Q20033146,0,5.0,0.0,747,N,387000,85,38,5.0,IL,-9741.043299381176
F09Q40348367,1,4.75,0.0,555,N,114000,101,999,4.75,WI,-8894.323040213409
F09Q20405088,0,4.5,0.0,757,N,417000,42,48,4.5,NJ,-5948.593482012228
F09Q20530309,0,4.375,0.0,790,N,404000,95,37,4.375,IN,-5046.98851875947
F09Q20412086,0,4.25,0.0,796,N,248000,32,32,4.25,NJ,-4568.546933549466
F09Q30124469,0,4.875,0.0,720,N,245000,108,999,4.875,IL,-5151.549616197391
F09Q40348880,0,4.25,0.0,812,N,64000,46,19,4.25,SC,-6563.141947000458
F09Q40018245,0,4.625,0.0,688,N,214000,69,29,4.625,OR,-1215.506836962584
F09Q20500900,0,5.5,0.0,738,N,55000,60,60,5.5,AZ,-5962.010868122027
F09Q40254495,0,4.625,0.0,796,N,179000,75,26,4.625,IL,-6658.53662696182
F09Q20699151,0,4.75,0.0,797,N,144000,45,999,4.75,VA,-6297.584789768472
F09Q30074748,0,5.25,0.0,741,N,192000,80,36,5.25,GA,-3010.3256046005563
F09Q30266121,0,5.25,0.0,775,N,204000,80,40,5.25,CA,-9845.948151766965
F09Q20660335,0,5.625,0.0,809,N,53000,37,21,5.625,TX,-6179.375210725984
F09Q20177765,0,4.375,0.0,721,N,97000,60,25,4.375,AR,-6815.895597208561
F09Q30078506,7,5.375,0.0,802,N,245000,81,999,5.375,FL,-3527.446676322523
F09Q20307813,0,5.0,0.0,716,N,85000,75,20,5.0,IN,-5463.439124092684
F09Q20221659,0,4.75,0.0,725,N,111000,80,32,4.75,MT,-1120.1801825630837
F09Q30409663,0,5.75,0.0,770,Y,130000,80,44,5.75,NY,-1777.6681558952018
F09Q20560859,0,4.875,0.0,727,N,260000,78,56,4.875,NJ,-8144.606451468161
F09Q20456728,0,4.75,0.0,732,N,71000,75,999,4.75,MI,-4509.500871695169
F09Q30069461,0,5.5,0.0,705,N,159000,80,39,5.5,PA,-9449.25771287314
F09Q20362593,0,4.75,0.0,746,N,407000,74,35,4.75,OR,-6784.032539919302
F09Q30086228,0,4.75,0.0,768,N,262000,70,45,4.75,NH,-2873.670635364844
F09Q20321381,0,5.5,0.0,769,N,193000,76,32,5.5,MD,-2702.529873830681
F09Q20359264,0,5.0,0.0,769,N,131000,101,999,5.0,MI,-9996.200103841187
F09Q40302131,0,4.9,0.0,751,N,86000,80,33,4.9,WI,-5665.443377413092
F09Q20640620,0,5.0,0.0,752,N,410000,135,999,5.0,CA,-1271.4237264342107
F09Q40075570,0,5.625,0.0,717,N,182000,81,999,5.625,NY,-4581.225680958603
F09Q20268518,0,4.875,0.0,729,N,292000,75,26,4.875,MI,-1963.0130868233248
F09Q20521049,0,4.75,0.0,754,N,139000,90,45,4.75,CO,-2875.167790536881
F09Q40201663,0,5.375,0.0,665,Y,212000,80,53,5.375,CA,-1003.342445285376
F09Q40272937,0,4.75,0.0,770,N,97000,46,35,4.75,OH,-3822.836813017901
F09Q30191351,0,4.875,0.0,799,N,100000,38,39,4.875,NY,-6425.152081679936
F09Q40187531,0,5.5,0.0,695,N,96000,74,41,5.5,CA,-3928.101992588167
F09Q20262847,0,4.75,0.0,711,N,285000,57,29,4.75,NC,-7499.617462776046
F09Q40061008,0,6.0,0.0,644,N,161000,70,40,6.0,NJ,-7052.669916924753
F09Q30197393,0,5.25,0.0,791,Y,304000,80,18,5.25,NY,-5966.39555001815
F09Q30228814,0,5.25,0.0,778,N,265000,38,45,5.25,CA,-2479.340360132842
F09Q20565185,0,4.875,0.0,786,N,163000,82,999,4.875,MT,-2913.6269935653804
F09Q40315273,0,5.5,0.0,817,N,112000,79,999,5.5,CA,-8110.287046568243
F09Q20050524,0,4.375,0.0,806,N,194000,65,49,4.375,MA,-2842.669691533644
F09Q40310934,0,5.0,0.0,713,Y,100000,80,42,5.0,TX,-1316.6627980546082
F09Q30441937,0,5.5,0.0,702,N,253000,115,999,5.5,AZ,-4439.96403925338
F09Q10398591,30,5.5,6270.03,743,N,406000,62,36,5.5,IL,-6727.201325872676
F09Q40236797,0,4.875,0.0,739,N,107000,60,33,4.875,WI,-6367.241163598173
F09Q40036480,0,5.125,0.0,721,N,382000,70,51,5.125,LA,-5019.6150380711
F09Q20463444,0,4.5,0.0,816,N,195000,56,25,4.5,MN,-2310.663251757254
F09Q30377185,0,4.875,0.0,685,N,64000,37,24,4.875,VA,-3788.5389131028455
F09Q20476342,0,4.625,0.0,757,N,102000,80,15,4.625,IN,-8411.255709855295
F09Q20233095,0,4.875,0.0,773,N,401000,51,39,4.875,CA,-5254.4331650337845
F09Q30160878,0,4.75,0.0,694,N,107000,63,33,4.75,KY,-8250.81639167358
F09Q20108400,0,5.25,0.0,782,N,213000,65,34,5.25,FL,-1608.8533114597026
F09Q30035206,0,4.75,0.0,754,N,234000,47,47,4.75,CA,-4150.913381681775
F09Q20662073,0,4.75,0.0,777,N,378000,59,27,4.75,AL,-2126.1901790986167
F09Q20387557,0,5.5,0.0,781,N,135000,80,23,5.5,WI,-4515.306098382427
F09Q20699866,0,4.75,0.0,785,N,208000,80,34,4.75,TX,-9503.100503594504
F09Q20627842,0,4.5,0.0,800,N,245000,93,999,4.5,AZ,-3697.563024772673
F09Q20579395,0,4.875,0.0,784,N,147000,80,22,4.875,MI,-6143.94037449055
F09Q20407334,0,4.875,0.0,787,N,195000,56,32,4.875,WA,-6376.76922762606
F09Q20006095,0,4.875,0.0,808,N,166000,74,19,4.875,IL,-7655.686747749535
F09Q20427422,0,4.5,0.0,780,N,238000,75,999,4.5,KY,-6659.167839105675
F09Q20249137,0,4.75,0.0,808,N,350000,49,36,4.75,CA,-9716.340962515593
F09Q20224810,0,4.875,0.0,778,N,188000,77,22,4.875,WI,-8381.82676951351
F09Q20271711,0,4.375,0.0,782,N,97000,49,46,4.375,MN,-5473.070922778964
F09Q20527301,0,4.75,0.0,764,N,392000,80,37,4.75,VA,-2412.84126834926
F09Q20701582,0,4.875,0.0,709,N,105000,54,19,4.875,NC,-8237.993873519104
F09Q30050073,0,5.5,0.0,725,N,216000,90,32,5.5,AZ,-5642.946101415731
F09Q20127682,0,5.75,0.0,643,N,236000,80,51,5.75,MA,-1467.9576307524
F09Q30279899,0,5.0,0.0,737,N,180000,72,26,5.0,TX,-4723.081640198423
F09Q40094898,0,5.125,0.0,755,Y,280000,67,25,5.125,CA,-8528.021588265305
F09Q20235222,0,4.25,0.0,686,N,262000,75,32,4.25,GA,-6737.119645170423
F09Q30226968,0,4.625,0.0,677,N,413000,94,999,4.625,NC,-4179.145360908343
F09Q20368582,0,4.625,0.0,787,N,241000,76,22,4.625,PA,-3594.9820860924688
F09Q30310974,0,5.875,0.0,718,N,180000,80,41,5.875,PA,-8760.143038470665
F09Q20285119,0,5.25,0.0,758,N,171000,46,7,5.25,NJ,-7651.8968402805
F09Q30385027,0,4.75,0.0,801,N,203000,81,999,4.75,VA,-1694.0274008934346
F09Q30432579,0,6.375,0.0,627,N,136000,85,37,6.375,NJ,-9372.588394511342
F09Q20046259,0,4.875,0.0,668,N,82000,59,33,4.875,KY,-1794.0011484572665
F09Q20302070,0,4.75,0.0,763,N,181000,78,33,4.75,WA,-6248.677924464318
F09Q30279593,0,4.375,0.0,797,N,164000,89,21,4.375,NC,-9671.261746240742
F09Q20628598,0,4.625,0.0,766,Y,182000,80,22,4.625,PA,-1762.6858136707256
F09Q20585068,0,5.375,0.0,685,Y,208000,80,33,5.375,PA,-9739.323007793266
F09Q40065438,0,5.25,0.0,801,N,158000,82,999,5.25,IN,-1831.3470968347408
F09Q30329150,0,5.75,0.0,769,N,60000,34,47,5.75,FL,-3811.218507140984
F09Q30343548,0,5.875,0.0,649,N,236000,80,41,5.875,MD,-3530.0083952252844
F09Q20139740,0,4.625,0.0,655,N,343000,46,39,4.625,ID,-7917.134392346714
F09Q30089716,0,4.875,0.0,729,N,384000,93,999,4.875,MA,-4639.018582766804
F09Q20420971,0,4.375,0.0,745,Y,28000,79,42,4.375,AZ,-7167.336194283237
F09Q40080807,0,4.875,0.0,768,Y,364000,80,52,4.875,CA,-6108.060291244542
F09Q20365257,0,4.875,0.0,785,N,157000,77,41,4.875,OH,-1774.5064070975843
F09Q40092807,0,5.25,0.0,811,N,277000,70,45,5.25,IL,-7285.941559080714
F09Q20037958,0,5.25,0.0,699,N,135000,80,999,5.25,GA,-2311.70467507704
F09Q20497299,0,4.75,0.0,776,N,100000,38,19,4.75,MN,-3089.0829979059217
F09Q30343320,0,5.5,0.0,714,Y,110000,80,18,5.5,AZ,-5395.055097325758
F09Q20650542,3,5.375,-1147.96,769,Y,376000,95,24,5.375,IN,-1119.676723026299
F09Q40221239,0,4.75,0.0,777,N,118000,68,38,4.75,FL,-2298.800212642605
F09Q40271915,0,4.375,0.0,812,N,136000,80,23,4.375,IL,-1344.1861792530628
F09Q30321929,0,5.5,0.0,720,N,138000,90,27,5.5,TN,-1699.7930236615252
F09Q10035859,RA,4.75,-84738.83,752,N,206000,80,54,4.75,GA,-91548.84711474992
F09Q20625496,0,4.75,0.0,676,N,399000,87,999,4.75,WA,-2765.9361887707846
F09Q40227537,0,4.25,0.0,773,N,417000,39,25,4.25,CA,-9784.18902534824
F09Q30269737,0,5.5,0.0,748,N,169000,79,32,5.5,LA,-5531.729897770673
F09Q20577379,0,5.625,0.0,763,N,229000,101,999,5.625,NH,-3221.8177622314283
F09Q30247176,0,5.625,0.0,768,N,325000,78,43,5.625,NJ,-9335.775645151329
F09Q20392099,0,4.625,0.0,814,N,171000,42,33,4.625,FL,-4291.99771579761
F09Q30217348,1,5.5,0.0,727,N,129000,78,45,5.5,NC,-3988.485896813144
F09Q20268758,0,5.0,0.0,778,N,254000,55,17,5.0,NC,-7066.132242650209
F09Q40267697,0,5.25,0.0,786,N,175000,78,35,5.25,NM,-1428.192384297456
F09Q20359188,0,4.75,0.0,749,N,373000,79,33,4.75,CO,-7628.052708580705
F09Q40183893,0,5.125,0.0,679,N,134000,54,999,5.125,MD,-3607.56829609702
F09Q20571301,0,4.75,0.0,750,N,306000,95,31,4.75,NC,-7318.888735073953
F09Q20506966,0,4.75,0.0,783,N,293000,39,18,4.75,CA,-9669.329054726932
F09Q30429542,0,5.5,0.0,722,N,207000,88,999,5.5,CA,-5819.565086971292
F09Q30240453,0,4.875,0.0,795,N,414000,85,27,4.875,AZ,-3153.725024831565
F09Q20552948,0,5.25,0.0,773,N,248000,82,36,5.25,AL,-3449.289399443712
F09Q40351029,0,5.125,0.0,684,N,140000,55,34,5.125,MA,-1304.9395853533565
F09Q20147539,0,4.625,0.0,814,N,228000,80,40,4.625,OH,-3473.490377346196
F09Q20081570,0,5.75,0.0,772,N,256000,90,19,5.75,WA,-4921.951172064358
F09Q20674048,0,4.75,0.0,763,N,126000,75,36,4.75,NE,-3883.587771721288
F09Q20604813,0,4.5,0.0,804,N,234000,74,39,4.5,ME,-5184.813161692916
F09Q20176943,0,4.75,0.0,785,N,132000,67,27,4.75,WI,-7679.96888795382
F09Q10594971,0,5.625,0.0,718,N,72000,80,40,5.625,PA,-1669.5139532583412
F09Q20604352,0,4.75,0.0,784,N,134000,46,15,4.75,MN,-8102.642150956818
F09Q20097415,0,5.5,0.0,751,N,174000,80,33,5.5,TN,-7315.228010750737
F09Q20336572,0,4.875,0.0,766,N,417000,49,29,4.875,NY,-9798.839372311628
F09Q20248931,0,4.75,0.0,770,N,168000,80,33,4.75,FL,-7619.412428885143
F09Q40341741,0,5.5,0.0,777,N,142000,87,999,5.5,FL,-8218.945018025137
F09Q20077751,0,4.625,0.0,788,N,355000,44,22,4.625,CA,-9750.052130758277
F09Q20000375,0,4.875,0.0,689,N,128000,80,41,4.875,MI,-8345.918508155679
F09Q30131924,0,4.875,0.0,676,N,73000,77,30,4.875,OH,-7864.516369989404
F09Q20356295,0,4.875,0.0,775,N,148000,63,23,4.875,MO,-7437.199778786409
F09Q40029205,0,4.525,0.0,798,N,142000,34,999,4.525,MA,-3387.712002047607
F09Q40370262,0,4.875,0.0,757,N,90000,67,999,4.875,CT,-6700.913113065407
F09Q20274236,0,6.375,0.0,754,N,86000,75,27,6.375,OH,-2249.5152450814567
F09Q20161259,0,4.75,0.0,711,N,279000,70,39,4.75,IL,-7911.083997725585
F09Q30200280,0,5.875,0.0,704,N,272000,80,50,5.875,CA,-4314.652590598705
F09Q20516959,0,4.875,0.0,795,N,125000,75,30,4.875,RI,-7446.494089681511
F09Q20246987,0,5.375,0.0,756,N,213000,72,48,5.375,DE,-1189.4124056277929
F09Q30381837,0,4.25,0.0,731,N,149000,80,32,4.25,PA,-8329.33103672534
F09Q20250998,0,5.0,0.0,772,N,147000,92,40,5.0,IN,-5876.284861191584
F09Q20649541,0,5.375,0.0,746,Y,173000,90,37,5.375,MN,-8602.762059380437
F09Q20452790,0,4.75,0.0,803,N,143000,48,20,4.75,MN,-6858.15009981635
F09Q40041314,0,5.375,0.0,795,N,236000,79,49,5.375,MI,-1555.9755590935868
F09Q30234276,0,5.375,0.0,686,N,370000,76,999,5.375,MD,-1305.6774259509325
F09Q20088334,0,4.875,0.0,744,N,120000,80,31,4.875,OK,-8444.602992165765
F09Q20330824,0,4.75,0.0,728,N,440000,52,50,4.75,NY,-7256.95985313368
F09Q20071715,0,5.0,0.0,757,N,296000,78,23,5.0,WA,-9085.79530919928
F09Q20361861,0,4.25,0.0,802,N,180000,80,21,4.25,AL,-2443.0726754814327
F09Q20700682,0,4.875,0.0,744,N,417000,60,51,4.875,MO,-5650.79547508022
F09Q20663479,0,4.875,0.0,801,Y,118000,80,17,4.875,GA,-9688.318677134728
F09Q40215553,0,5.625,0.0,753,N,230000,125,999,5.625,ME,-3271.52362231189
F09Q40412892,0,5.0,0.0,750,N,68000,75,17,5.0,TN,-7380.072465304943
F09Q20276328,12,5.125,0.0,772,N,146000,80,39,5.125,NJ,-5349.863791955847
F09Q40233329,0,4.625,0.0,739,N,125000,79,41,4.625,NH,-6158.43848733118
F09Q20363310,0,4.5,0.0,716,N,334000,80,28,4.5,VA,-9156.781393680214
F09Q30154903,0,4.625,0.0,764,N,120000,66,27,4.625,FL,-1368.5256225742623
F09Q30109710,0,4.875,0.0,679,N,217000,63,29,4.875,PA,-7987.320975048795
